description,manufacturer,correct_code,correct_desc,form,amount,dosage
"ЦЕФТРИАКСОН 1,0 N1 ФЛАК ПОР Д/Р-РА В/В В/М/ИНД/УП/БЕЛМЕДПРЕПАРАТЫ","БЕЛМЕДПРЕПАРАТЫ, РУП",48916,цефтриаксон,д/приг д/приг сусп раствора в/м в/в,1,1г
ШПРИЦ ИНСУЛИНОВЫЙ 100МЕ/1МЛ С ИНТЕГРИРОВАННОЙ ИГЛОЙ 30G N10 /BD/,Бектон Дикинсон энд Компани,14869,шприц инсулин микро-файн u100 с игл 30g 030х80мм арт320929,,10,1мл
"РАБЕЛОК 0,02 N1 ФЛАК ЛИОФ Д/Р-РА В/В",Кадила Фармасьютикалз Лимитед,38128,рабелок лиоф,д/приг раствор в/в,1,20мг
"КОРТЕФ 0,01 N100 ТАБЛ",Патеон Инк.,20932,кортеф полиэт,табл флакон,100,10мг
"ЛЕВЕТИРАЦЕТАМ КАНОН 0,5 N60 ТАБЛ П/ПЛЕН/ОБОЛОЧ","Канонфарма продакшн, ЗАО",45355,леветирацетам канон,табл п/плен/оболоч,60,500мг
"ПРЕПИДИЛ 0,0005/3,0 ШПРИЦ ГЕЛЬ ИНТРАЦЕРВИКАЛ",Пфайзер МФГ.Бельгия Н.В.,12294,препидил интрацерв шприцы одноразкатетер,гель,1,0.5мг 3г
ПРОСПАН 200МЛ ФЛАК СИРОП,ЭНГЕЛЬХАРД АРЦНАЙМИТТЕЛЬ Гмбх и Ко.КГ,22930,проспан,флакон сироп,1,200мл
"ЦИТАЛОПРАМ-АЛСИ 0,02 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ","Алси Фарма, АО",48922,циталопрам-алси,табл п/плен/оболоч,30,20мг
"ТРИГРИМ 0,01 N30 ТАБЛ",Акрихин ХФК АО,48927,тригрим,табл,30,10мг
"СОЛКОСЕРИЛ 20,0 ГЕЛЬ",Легаси Фармасьютикалс Швейцария ГмбХ,4052,солкосерил,д/наруж д/мест гель туба,1,20г
ГЕНЕРОЛОН 5% 60МЛ N3 СПРЕЙ,"Индастриал Фармасьютика Кантабрия С.А./БЕЛУПО, лек",47235,генеролон,д/наруж д/мест флакон спрей,3,5% 60мл
"ТРОКСЕРУТИН ЗЕНТИВА 0,3 N60 КАПС",Зентива к.с.,39950,троксерутин-зентива,капс,60,300мг
"МАГНЕЛИС В6 ФОРТЕ 0,1+0,01 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ",Нанолек ООО,48718,магнелис b6 форте,табл п/плен/оболоч,30,100мг 10мг
"БЕЛОДЕРМ 0,05% 30,0 МАЗЬ","Белупо, лекарства и косметика д.д",259,белодерм,мазь туба,1,0.05% 30г
"ТРОКСЕРУТИН ЗЕНТИВА 0,3 N30 КАПС",Зентива к.с.,13990,троксерутин-зентива,капс,30,300мг
ПАНГРОЛ 10000ЕД N50 КАПС КИШЕЧ,Адэр Фармасьютиклс С.р.л./ Берлин-Хеми АГ,42298,пангрол 10000,кишечнораствор капс,50,
"ЭКВАМЕР 0,01+0,02+0,01 N30 КАПС",Гедеон Рихтер ОАО,42143,эквамер,капс блистер,30,10мг 20мг 10мг
"ВЕРМОКС 0,1 N6 ТАБЛ","Гедеон Рихтер Румыния А.О./Гедеон Рихтер, ОАО",956,вермокс,табл,6,100мг
НОРМАТЕНС N20 ТАБЛ П/О,АЙ СИ ЭН Польфа Жешув АО,43042,норматенс,табл п/плен/оболоч,20,
"ШПРИЦ ИНСУЛИНОВЫЙ 100МЕ/0,5МЛ С ИНТЕГРИРОВАННОЙ ИГЛОЙ 30G N10 /BD/",Бектон Дикинсон энд Компани,14868,шприц инсулин микро-файн u100 с игл 30g 030х80мм арт320930,,10,0.5мл
"НИТРОГЛИЦЕРИН 0,0005 N40 ТАБЛ СУБЛИНГВАЛ/ОЗОН","ОЗОН,ООО",704,нитроглицерин подъязычн,табл,40,0.5мг
"ЭНАЛАПРИЛ 0,01 N20 ТАБЛ","ОЗОН ФАРМ, ООО",48909,эналаприл,табл,20,10мг
"ДОЛАК 0,03/МЛ N10 АМП Р-Р В/В В/М",Кадила Фармасьютикалз Лимитед,10033,долак кеторолак,раствор амп в/м в/в,10,30мг/мл 1мл
"ШПРИЦ ИНСУЛИНОВЫЙ 100МЕ/0,3МЛ С ИНТЕГРИРОВАННОЙ ИГЛОЙ 30G N10/BD/",Бектон Дикинсон энд Компани,42394,шприц инсулин микро-файн деми u100 с игл 30g 03х8ммарт 320829,,10,0.3мл
"ФЛУКОНАЗОЛ 0,15 N1 КАПС","ОЗОН,ООО",16214,флуконазол,капс,1,150мг
Д-САН (D-SUN) ДЕТСКИЙ 20МЛ ФЛАК С ДОЗАТОР,Sanofi-Aventis Farmaceutica Ltda,46194,д-сан жидкость,д/дет флакон,1,20мл
"ЦЕФЕКОН Д 0,05 N10 СУПП РЕКТ Д/ДЕТ",Нижфарм АО,2914,цефекон д 1-,д/дет рект супп,10,50мг 3ме
ТОБРАЗОН 5МЛ ФЛ/КАП ГЛ КАПЛИ,Кадила Фармасьютикалз Лимитед,18107,тобразон,фл/кап глаз капли,1,5мл
Д-САН (D-SUN) 10МЛ ФЛАК С ДОЗАТОР,Sanofi-Aventis Farmaceutica Ltda,46195,д-сан жидкость,флакон,1,10мл
МУЛЬТИ-ТАБС БЭБИ 30МЛ КАПЛИ,Зентива Саалык Юрюнлери Санайи ве Тиджарет А.Ш.,46212,мульти-табс бэби,д/дет капли,1,30мл
"ВИНПОЦЕТИН-АЛСИ 0,005 N30 ТАБЛ","Алси Фарма, АО",48924,винпоцетин-алси,табл,30,5мг
"СОЛУ-МЕДРОЛ 0,25 4МЛ ФЛАК ЛИОФ Д/Р-РА Д/ИН+Р-ЛЬ",Пфайзер МФГ.Бельгия Н.В.,3281,солу-медрол лиоф с р-лем,флакон раствор в/м в/в,1,250мг 4мл
ИНФОРТЕ N12 КАПС,Meizhou Hengrun Biology Industry Co.Ltd,43225,инфорте,капс,12,"0,3мг"
"ЛЕФЛОБАКТ 0,5 N5 ТАБЛ П/ПЛЕН/ОБОЛОЧ","Синтез АКОМПиИ,ОАО (""Синтез"" ОАО)",16494,лефлобакт,табл п/плен/оболоч,5,500мг
"АМОКСИЦИЛЛИН+КЛАВУЛАНОВАЯ К-ТА 0,5+0,1 N1ПОР В/В",Красфарма (ПАО),39482,амоксициллинклавулановая д/,п/плен/оболоч д/приг сусп флакон раствор к-та в/в,1,"0,5г 0,1г"
"ПАНТОПРАЗОЛ КАНОН 0,04 N28 ТАБЛ КИШЕЧНОРАСТВОР П/ПЛЕН/ОБОЛОЧ","Канонфарма продакшн, ЗАО",44287,пантопразол канон,табл п/плен/оболоч кишечнораствор,28,40мг
"ЭЛОКОМ ЛОСЬОН 0,1% 30МЛ ФЛАК/КАП Р-Р",Фамар Монреаль Инк.,43390,элоком лосьон наружн -кап,д/мест флакон раствор,1,0.1% 30мл
"ТИМОЛОЛ 0,5% 10МЛ ГЛ КАПЛИ ФЛАК/КАП /СЛАВЯН АПТЕКА/",СЛАВЯНСКАЯ АПТЕКА ООО,10307,тимолол,фл/кап глаз капли,1,0.5% 10мл
ПИЛОКАРПИН 1% 5МЛ ФЛАК/КАП ГЛ КАПЛИ/МЭЗ,"Московский эндокринный завод ,ФГУП",15683,пилокарпина /кап,флакон глаз капли,1,1% 5мл
"ТОЛМИО 0,0025/МЛ+0,1/МЛ 1МЛ N10 АМП Р-Р В/В В/М","Биннофарм, АО",48914,толмио,раствор амп в/м в/в,10,"2,5мг/мл 100мг/мл 1мл"
ХОЛЕСЕНОЛ АРТИШОК N36 КАПС,ВИС ООО,16930,холесенол артишок,капс,36,0.4г
"АТТЕНТО 0,01+0,04 N28 ТАБЛ П/ПЛЕН/ОБОЛОЧ",Даичи Санкио Юроуп ГмбХ/Берлин-Хеми АГ,45973,аттенто,табл п/плен/оболоч,28,10мг 40мг
"ГЛИБЕНКЛАМИД 0,00175 N120 ТАБЛ","ОЗОН,ООО",46452,глибенкламид,табл,120,"1,75мг"
"ТОЛМИО 0,0025/МЛ+0,1/МЛ 1МЛ N5 АМП Р-Р В/В В/М","Биннофарм, АО",48908,толмио,раствор амп в/м в/в,5,"2,5мг/мл 100мг/мл 1мл"
"ШИПОВНИКА ПЛОДЫ 100,0/ФИТОФАРМ/","Фитофарм ПКФ, ООО",11622,шиповника плоды пачка,,1,100г
"ПАРОКСЕТИН 0,02 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ/ОЗОН/","ОЗОН,ООО",44534,пароксетин,табл п/плен/оболоч,30,20мг
"РИФАБУТИН 0,15 N30 КАПС","ОЗОН,ООО",42984,рифабутин контур,капс инд/уп,30,150мг
"ВАЛЕРИАНЫ ЭКСТРАКТ 0,02 N50 ТАБЛ П/О/ТАТХИМФАРМ",Татхимфармпрепараты ОАО,18226,валерианы экстракт /пачка,табл п/плен/оболоч блистер,50,20мг
ГИНКГО БИЛОБА-ВИС N40 КАПС,ВИС ООО,20602,гинкго билоба,капс,40,0.4г
ЦИТРАПАК N20 ТАБЛ,"Фармстандарт-Уфимский витаминный завод,ОАО",4664,цитрапак пачка,табл,20,
"НАФТИЗИН 0,1% 15МЛ ТЮБИК/КАП КАПЛИ НАЗАЛ /ОБНОВЛЕНИЕ",Обновление ПФК  АО,23001,нафтизин назальные,тюб/кап капли,1,0.1% 15мл
"ЭЛОКОМ 0,1% 15,0 КРЕМ",Шеринг-Плау Лабо Н.В.,4009,элоком,крем,1,0.1% 15г
"ТЕРБИНАФИН 1% 15,0 КРЕМ /БИОСИНТЕЗ",Биосинтез ПАО,28972,тербинафин,крем,1,1% 15г
"ГЕПАРИДЕКС 50,0 ГЕЛЬ Д/НАРУЖ ПРИМ",Татхимфармпрепараты АО,47371,гепаридекс,д/наруж д/мест гель,1,50г
АСПАРКАМ-ФАРМАК 5МЛ N10 АМП Р-Р В/В,Фармак ПАО,9607,аспаркам-фармак,раствор амп в/в,10,5мл
РАНКОФ N10 ТАБЛ,ФармВилар НПО ООО,48512,ранкоф,табл,10,
"ВИНПОЦЕТИН 0,005/МЛ 5МЛ N10 АМП КОНЦ Д/Р-Р/ЭЛЛАРА","Эллара, ООО",45566,винпоцетин,д/вн/пр конц раствора амп д/инф,10,.5мг/мл 5мл
ДОППЕЛЬГЕРЦ АКТИВ ВИТАМИННО-МИНЕРАЛЬНЫЙ КОМПЛЕКС 50+ N15 ТАБЛ ШИП ПО 7000МГ СО ВКУСОМ АПЕЛЬСИНА И МАРАКУЙИ,Квайссер Фарма ГмбХ и Ко.КГ,48737,доппельгерц актив витаминно-минеральный комплекс 50 шип апельсин/маракуйя,табл,15,7000мг
ВЕНОЗОЛ КРЕМ 50МЛ,БиоНатурика ООО,48388,венозол,крем,1,50мл
АПРОТЕКС 10000АТРЕ N10 ФЛАК ЛИОФИЛ Д/Р-РА В/В,"Верофарм, ООО",16671,апротекс лиоф 10000 атре,флакон раствор в/в,10,
"КЛОФЕЛИН 0,000075 N50 ТАБЛ","Органика, АО",16067,клофелин,табл,50,0.075мг
"БРОМГЕКСИН 0,008 N20 ТАБЛ /ОЗОН/","ОЗОН,ООО",37275,бромгексин,табл,20,8мг
"ВЕРАПАМИЛ 0,0025/МЛ 2МЛ N10 АМП Р-Р В/В /ОЗОН/","ОЗОН,ООО",44957,верапамил,раствор амп в/в,10,"2,5мг/мл 2мл"
"ОКУПРЕС-Е 0,25% 5МЛ ГЛ КАПЛИ ФЛАК/КАП",Кадила Фармасьютикалз Лимитед,478,окупрес-е д/,глаз капли,1,0.25% 5мл
ЛА-КРИ АТОДЕРМ КРЕМ-ГЕЛЬ 50МЛ,Вертекс Акционерное Общество,47369,ла-кри атодерм -,крем гель,1,50мл
PELLESANA МАСЛО ЧАЙНОГО ДЕРЕВА ЭФИРНОЕ 25МЛ,РИНО БИО ООО,41231,pellesana чайного дерева эфирное,масло,1,10мл
"БЕЛОГЕНТ 40,0 КРЕМ","Белупо, лекарства и косметика д.д",48711,белогент 3,пак крем,1,40г
"ВАЛЬСАКОР 0,08 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ","КРКА-РУС, ООО",47040,вальсакор,табл п/плен/оболоч,30,80мг
"ЛОЗАРТАН 0,1 N60 ТАБЛ П/ПЛЕН/ОБОЛОЧ /ПРАНАФАРМ/","Пранафарм, ООО",47375,лозартан,табл п/плен/оболоч,60,100мг
"НАЗИВИН 22,5МКГ/ДОЗА 10МЛ ФЛАК СПРЕЙ НАЗАЛ ДОЗ",Мерк КГаА,48806,називин доза,флакон спрей,1,"22,5мкг 10мл"
РИНИКОЛД ХОТМИКС N5 ПАК ПОР Д/Р-РА /АНАНАС/,Шрея Лайф Саенсиз Пвт Лтд,13992,риниколд хотмикс /ананас/,д/приг сусп саше,5,5г
COMPEED ПЛАСТЫРЬ МАСКИР АНТИГЕРПЕТИЧЕСКИЙ N15,Johnson & Johnson Sante Beaute France S.A.S.,21605,compeed пластырь маскирующий антигерпетический,,15,
"ДИКЛОФЕНАК 0,025/МЛ 3МЛ N10 АМП Р-Р В/М/БОРИСОВ ЗМП/","Борисовский завод медицинских препаратов, ОАО",7524,диклофенак,раствор амп в/м,10,25мг/мл 3мл
"ИНСПИРАКС 0,25МГ/МЛ+0,5МГ/МЛ 20МЛ ФЛАК Р-Р Д/ИНГ","Биннофарм, АО",48921,инспиракс,д/инг флакон раствор,1,"0,25мг/мл 0,5мг/мл 20мл"
СПЛАТ PROFESSIONAL ЗУБНАЯ ЩЕТКА SENSITIVE /SOFT/ /АКЦИЯ  5+1/,СкайЛаб АО,19257,сплат professional sensetive зубная щетка мягкая см-614,,1,
"АЦИКЛОВИР-АКОС 0,2 N20 ТАБЛ","Синтез АКОМПиИ,ОАО (""Синтез"" ОАО)",17118,ацикловир,табл,20,200мг
СПЛАТ PROFESSIONAL ЗУБНАЯ ЩЕТКА SENSITIVE/MEDIUM/ /АКЦИЯ  5+1/,"СкайЛаб ФИЛИАЛ, АО",19258,сплат professional sensetive зубная щетка средняя сп-615,,1,
"ЭУФИЛЛИН 0,024/МЛ 10МЛ N10 АМП Р-Р В/В/НХФЗ",Новосибхимфарм (АО),2169,эуфиллин,раствор амп в/в,10,2.4% 10мл
КАСТОРОВОЕ МАСЛО 30МЛ ФЛАК МАСЛО Д/ПРИЕМА ВНУТРЬ/ЭКОЛАБ/,ЭКОлаб (ЗАО),6534,касторовое,флакон масло,1,30мл
СПЛАТ PROFESSIONAL ЗУБНАЯ ЩЕТКА WHITENING/MEDIUM/ /АКЦИЯ  5+1/,СкайЛаб АО,18678,сплат professional whitening зубная щетка средняя,,1,
ЦИТРАМОН П N20 ТАБЛ /ТАТХИМФАРМ,Татхимфармпрепараты ОАО,38174,цитрамон,табл п/плен/оболоч,20,
СПЛАТ PROFESSIONAL ЗУБНАЯ ЩЕТКА COMPLETE /MEDIUM/ /АКЦИЯ  5+1/,СкайЛаб АО,44055,сплат professional complete зубная щетка средняя 1201-02-04,,1,
СПЛАТ PROFESSIONAL ЗУБНАЯ ЩЕТКА COMPLETE /SOFT/ /АКЦИЯ  5+1/,СкайЛаб АО,44147,сплат professional complete зубная щетка мягкая 1201-02-01,,1,
"ОМЕЗ 0,04 N1 ФЛАК ЛИОФ Д/Р-РА Д/ИНФ",Софаримекс-Индустрия Кимика э Фармасуэтика С.А.,19171,омез лиоф д/инфуз/,флакон раствор инд/уп,1,40мг
"ТРАЙКОР 0,145 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ",Abbott Laboratories Ltd/Верофарм,48774,трайкор,табл п/плен/оболоч,30,145мг
"ТОПАМАКС 0,05 N60 КАПС",Янссен-Орто ЛЛС/Янссен-Силаг С.п.А.,48949,топамакс,капс,60,50мг
"КЛИНДАЦИН 0,1 N3 СУПП ВАГ",Фармаприм ООО,48702,клиндацин 5,пак ваг супп,3,100мг
"КЕТОРОЛ 0,03/МЛ 1МЛ N10 АМП Р-Р В/В В/М",Dr.Reddy`s laboratories Ltd.,37098,кеторол,раствор амп в/м в/в,10,30мг/мл 1мл
"ТОПАМАКС 0,025 N60 КАПС",Янссен-Орто ЛЛС/Янссен-Силаг С.п.А.,48948,топамакс,капс,60,25мг
"ЛАМОТРИДЖИН КАНОН 0,1 N30 ТАБЛ",Канонфарма продакшн,47287,ламотриджин канон,табл,30,100мг
ГЕСТАРЕЛЛА N21 ТАБЛ П/О,Haupt Pharma/Zentiva,39443,гестарелла,табл п/плен/оболоч блистер,21,75мкг 20мкг
"ГЛЮКОФАЖ 1,0 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ",Нанолек ООО,48954,глюкофаж #,табл п/плен/оболоч,30,1000мг
"ПРОПАЗИН 0,025 N50 ТАБЛ П/О",Татхимфармпрепараты ОАО,48943,пропазин,табл п/плен/оболоч,50,25мг
САЛФЕТКА АНТИСЕПТИЧЕСКАЯ СПИРТОВАЯ 110Х125ММ,МК АСЕПТИКА ООО,48945,салфетка антисептспирт 11х125см,для инъекций,1,
"ТРОМБЛЕСС ПЛЮС ГЕЛЬ Д/НАРУЖ ПРИМ 50,0",Нижфарм,42781,тромблесс плюс,д/наруж д/мест гель,1,50г
"ПРЕГАБАЛИН КАНОН 0,3 N14 КАПС","Канонфарма продакшн, ЗАО",42932,прегабалин канон контур,капс инд/уп,14,300мг
"ЛИЗИНОПРИЛ ОРГАНИКА 0,005 N30 ТАБЛ",Органика,42760,лизиноприл органика,табл,30,5мг
КОРВАЛОЛ N20 ТАБЛ/ФАРМСТАНДАРТ/,Фармстандарт-Лексредства ОАО,41548,корвалол,табл,20,
"АРИМИДЕКС 0,001 N28 ТАБЛ П/ПЛЕН/ОБОЛОЧ",АстраЗенека Фармасьютикалс ЛП/АстраЗенека ЮК Лимитед,11389,аримидекс,табл п/плен/оболоч,28,1мг
